Tempo origine (UTC),Magnitudo,Latitudine N,Longitudine E,Profondità (km)
2021/07/27 15:52:11.68,-0.5,40.8335,14.1402,2.11,Revisionato
2021/07/27 19:53:52.01,0.2,40.8267,14.1337,0.90,Revisionato
2021/07/27 19:55:6.74,-0.1,40.8332,14.1347,1.82,Revisionato
2021/07/28 18:27:11.63,-0.3,40.8283,14.1375,1.28,Revisionato
2021/07/28 21:04:41.89,-0.5,40.8295,14.1368,1.16,Revisionato
2021/07/30 02:20:58.58,-0.3,40.8387,14.1408,0.82,Revisionato
2021/08/02 02:49:11.80,0.6,40.8228,14.1167,1.50,Revisionato
2021/08/02 02:52:7.82,0.5,40.8228,14.1172,1.06,Revisionato
2021/08/02 03:04:39.39,0.5,40.8228,14.1165,1.06,Revisionato
2021/08/02 12:35:37.91,0.2,40.8245,14.1178,0.86,Revisionato
2021/08/02 22:28:7.60,0.2,40.8228,14.1197,0.76,Revisionato
2021/08/03 03:50:58.84,1.4,40.8010,14.1130,3.88,Revisionato
2021/08/05 13:18:48.92,0.2,40.8238,14.1407,0.85,Revisionato
2021/08/05 13:18:58.40,-0.1,40.8245,14.1433,0.92,Revisionato
2021/08/05 15:58:38.17,0.2,40.8240,14.1433,0.92,Revisionato
2021/08/05 18:14:47.36,0.2,40.8237,14.1435,0.93,Revisionato
2021/08/06 14:51:9.74,2.2,40.8077,14.1145,3.42,Revisionato
2021/08/06 23:42:15.10,-0.1,40.8315,14.1410,0.85,Revisionato
2021/08/06 23:46:22.63,-0.1,40.8292,14.1402,1.35,Revisionato
2021/08/07 02:09:40.03,0.1,40.8310,14.1427,1.07,Revisionato
2021/08/07 02:09:49.15,-0.5,40.8308,14.1433,1.14,Revisionato
2021/08/08 01:26:43.66,-0.1,40.8360,14.1385,1.12,Revisionato
2021/08/08 01:27:23.23,0.2,40.8362,14.1402,1.34,Revisionato
2021/08/08 01:27:33.77,-0.3,40.8367,14.1392,1.04,Revisionato
2021/08/08 01:27:52.05,0.1,40.8363,14.1402,1.29,Revisionato
2021/08/08 01:28:34.83,0.4,40.8365,14.1423,1.43,Revisionato
2021/08/08 21:21:13.71,-0.5,40.8262,14.1347,0.98,Revisionato
2021/08/09 11:11:13.11,-0.5,40.8082,14.1467,1.61,Revisionato
2021/08/10 00:05:27.96,0.1,40.8308,14.1463,1.69,Revisionato
2021/08/10 05:15:24.52,0.7,40.8362,14.1240,2.65,Revisionato
2021/08/10 11:59:37.82,0.1,40.8260,14.1402,1.08,Revisionato
2021/08/11 02:28:57.05,-0.3,40.8338,14.1418,0.82,Revisionato
2021/08/11 21:24:40.25,0.2,40.8263,14.1220,1.71,Revisionato
2021/08/12 00:52:1.34,1.1,40.8340,14.1248,2.75,Revisionato
2021/08/12 01:07:27.00,-0.3,40.8242,14.1203,0.99,Revisionato
2021/08/12 12:47:45.47,-0.3,40.8293,14.1507,1.50,Revisionato
2021/08/12 12:49:1.41,0.1,40.8235,14.1507,1.22,Revisionato
2021/08/13 00:47:9.78,-0.5,40.8258,14.1385,1.63,Revisionato
2021/08/14 22:10:59.51,0.4,40.8262,14.1437,0.96,Revisionato
2021/08/15 12:25:58.45,0.4,40.8313,14.1305,1.69,Revisionato
2021/08/15 16:26:12.10,-0.5,40.8277,14.1393,1.24,Revisionato
2021/08/16 10:55:2.89,-0.1,40.8105,14.1362,2.40,Revisionato
2021/08/16 10:55:41.03,-0.3,40.8110,14.1377,2.66,Revisionato
2021/08/16 12:59:23.41,-0.3,40.8240,14.1408,0.71,Revisionato
2021/08/17 00:23:5.26,-0.1,40.8277,14.1368,1.04,Revisionato
2021/08/17 01:06:16.93,-0.1,40.8293,14.1372,0.80,Revisionato
2021/08/17 09:12:13.85,-0.3,40.8315,14.1402,1.41,Revisionato
2021/08/17 09:12:21.64,-0.1,40.8315,14.1417,1.59,Revisionato
2021/08/17 09:23:39.51,0.1,40.8303,14.1427,1.43,Revisionato
2021/08/18 06:02:44.69,-0.3,40.8248,14.1402,1.61,Revisionato
2021/08/22 05:52:28.19,0.1,40.8333,14.1335,1.21,Revisionato
2021/08/22 12:15:58.38,-0.5,40.8303,14.1402,1.02,Revisionato
2021/08/22 12:17:45.43,-0.8,40.8318,14.1402,0.91,Revisionato
2021/08/22 12:18:43.65,0.6,40.8293,14.1398,0.99,Revisionato
2021/08/22 12:18:59.16,-0.3,40.8305,14.1413,1.11,Revisionato
2021/08/22 12:22:30.13,-0.1,40.8297,14.1390,1.17,Revisionato
2021/08/22 12:30:33.27,-0.8,40.8330,14.1435,0.99,Revisionato
2021/08/22 12:32:19.38,-0.5,40.8333,14.1407,0.80,Revisionato
2021/08/22 12:54:34.28,0.5,40.8315,14.1402,1.00,Revisionato
2021/08/22 14:02:12.22,0.2,40.8337,14.1413,0.82,Revisionato
2021/08/22 14:11:25.88,0.1,40.8315,14.1402,1.19,Revisionato
2021/08/22 14:16:14.36,0.4,40.8275,14.1402,1.15,Revisionato
2021/08/22 14:44:49.31,0.2,40.8358,14.1402,1.28,Revisionato
2021/08/22 22:03:11.77,0.2,40.8148,14.1465,1.86,Revisionato
2021/08/23 23:07:6.80,-0.1,40.8297,14.1382,1.18,Revisionato
2021/08/25 04:45:10.32,0.2,40.8338,14.1395,0.94,Revisionato
2021/08/26 01:24:10.14,-0.3,40.8307,14.1410,1.52,Revisionato
2021/08/26 18:30:58.34,-0.1,40.8273,14.1350,1.31,Revisionato
2021/08/27 02:06:50.50,-0.5,40.8265,14.1403,1.73,Revisionato
2021/08/27 11:56:15.99,-0.3,40.8293,14.1390,1.59,Revisionato
2021/08/27 12:12:46.14,-0.5,40.8292,14.1402,1.83,Revisionato
2021/08/27 12:16:59.03,-0.1,40.8282,14.1372,1.69,Revisionato
2021/08/28 19:07:34.56,-0.5,40.8263,14.1348,1.26,Revisionato
2021/08/28 19:32:29.99,-0.1,40.8255,14.1363,1.58,Revisionato
2021/08/31 14:11:16.75,-0.3,40.8282,14.1352,1.37,Revisionato
2021/08/31 14:11:39.60,0.7,40.8285,14.1355,1.70,Revisionato
2021/08/31 14:26:22.38,0.1,40.8300,14.1365,1.57,Revisionato
2021/08/31 22:54:32.61,-0.1,40.8267,14.1435,1.72,Revisionato
2021/08/31 23:56:48.85,0.9,40.8282,14.1405,0.98,Revisionato
2021/08/31 23:57:54.12,0.2,40.8315,14.1450,0.82,Revisionato
2021/08/31 23:58:7.58,0.4,40.8273,14.1392,0.76,Revisionato
2021/08/31 23:58:19.35,0.4,40.8273,14.1402,0.88,Revisionato
2021/09/01 06:41:15.94,0.9,40.8288,14.1413,1.10,Revisionato
2021/09/01 06:41:33.53,0.6,40.8300,14.1402,0.93,Revisionato
2021/09/01 06:41:51.53,0.5,40.8292,14.1422,1.18,Revisionato
2021/09/01 20:14:13.38,0.1,40.8305,14.1402,0.98,Revisionato
2021/09/01 22:05:15.66,-0.3,40.8252,14.1485,0.75,Revisionato
2021/09/02 01:47:30.36,-0.3,40.8298,14.1402,1.16,Revisionato
2021/09/05 12:03:53.63,-0.1,40.8248,14.1412,0.99,Revisionato
2021/09/06 22:19:24.59,0.1,40.8257,14.1357,1.32,Revisionato
2021/09/06 22:25:21.44,0.5,40.8270,14.1348,1.29,Revisionato
2021/09/06 23:35:51.79,-0.1,40.8303,14.1445,1.35,Revisionato
2021/09/07 03:25:49.90,-0.5,40.8218,14.1342,1.49,Revisionato
2021/09/09 00:16:22.40,0.6,40.8250,14.1325,1.49,Revisionato
2021/09/09 22:59:58.84,-0.1,40.8258,14.1353,2.19,Revisionato
2021/09/10 01:50:48.21,-0.5,40.8253,14.1425,0.84,Revisionato
2021/09/10 01:51:18.46,0.1,40.8253,14.1410,0.81,Revisionato
2021/09/10 05:19:32.23,-0.3,40.8300,14.1377,1.05,Revisionato
2021/09/10 20:50:15.21,-0.3,40.8285,14.1327,1.94,Revisionato
2021/09/11 19:34:23.70,0.1,40.8225,14.1357,0.64,Revisionato
2021/09/12 12:08:36.50,-0.3,40.8230,14.1387,0.96,Revisionato
2021/09/15 11:47:30.85,-0.3,40.8260,14.1382,0.86,Revisionato
2021/09/16 01:44:41.56,0.4,40.8262,14.1397,1.08,Revisionato
2021/09/16 02:04:42.81,0.2,40.8333,14.1365,1.65,Revisionato
2021/09/16 13:38:27.90,-0.8,40.8242,14.1422,1.50,Revisionato
2021/09/16 22:16:19.76,-0.1,40.8300,14.1402,2.21,Revisionato
2021/09/17 02:56:22.30,0.4,40.8270,14.1315,1.47,Revisionato
2021/09/17 03:09:56.84,0.6,40.8272,14.1337,1.77,Revisionato
2021/09/18 10:36:55.91,-0.5,40.8250,14.1412,1.23,Revisionato
2021/09/18 10:46:26.99,-0.1,40.8298,14.1387,1.20,Revisionato
2021/09/18 13:06:35.84,-0.5,40.8315,14.1402,1.51,Revisionato
2021/09/18 13:07:10.41,0.4,40.8283,14.1345,1.65,Revisionato
2021/09/18 18:43:37.10,-0.3,40.8283,14.1360,1.70,Revisionato
2021/09/18 21:41:51.92,0.2,40.8283,14.1372,1.53,Revisionato
2021/09/19 09:44:31.60,-0.8,40.8320,14.1415,1.07,Revisionato
2021/09/19 09:45:50.73,-0.5,40.8325,14.1423,0.95,Revisionato
2021/09/21 18:18:46.96,-0.1,40.8268,14.1537,2.73,Revisionato
2021/09/23 07:14:29.77,-0.1,40.8238,14.1433,1.15,Revisionato
2021/09/23 18:25:4.09,-0.8,40.8233,14.1433,1.52,Revisionato
2021/09/23 18:25:20.35,-0.8,40.8242,14.1418,0.95,Revisionato
2021/09/25 03:12:50.49,0.2,40.8283,14.1263,1.05,Revisionato
2021/09/25 03:44:11.38,0.2,40.8298,14.1260,1.17,Revisionato
2021/09/26 12:59:9.63,-0.1,40.8267,14.1263,1.44,Revisionato
2021/09/26 19:04:40.13,0.4,40.8253,14.1303,1.70,Revisionato
2021/09/26 19:06:23.43,0.5,40.8258,14.1303,1.70,Revisionato
2021/09/27 03:28:22.98,-0.1,40.8242,14.1315,1.40,Revisionato
2021/09/27 04:24:6.64,0.1,40.8252,14.1222,0.95,Revisionato
2021/09/27 13:29:4.62,0.4,40.8285,14.1495,1.25,Revisionato
2021/09/27 15:26:31.65,0.5,40.8243,14.1377,1.57,Revisionato
2021/09/27 15:33:57.87,-0.5,40.8205,14.1342,0.95,Revisionato
2021/09/27 15:49:51.63,-0.3,40.8243,14.1343,1.88,Revisionato
2021/09/27 20:38:49.43,-0.1,40.8282,14.1402,0.73,Revisionato
2021/09/27 22:55:5.01,-0.3,40.8282,14.1428,1.36,Revisionato
2021/09/28 01:26:47.51,0.5,40.8263,14.1438,0.82,Revisionato
2021/09/28 01:30:52.00,-0.3,40.8265,14.1423,0.86,Revisionato
2021/09/28 01:35:50.77,-0.8,40.8292,14.1420,0.90,Revisionato
2021/09/28 01:39:14.66,-0.5,40.8325,14.1408,0.92,Revisionato
2021/09/28 02:38:1.65,-0.1,40.8263,14.1358,1.33,Revisionato
2021/09/28 02:47:9.33,0.2,40.8298,14.1375,1.51,Revisionato
2021/09/28 07:42:58.76,-0.1,40.8260,14.1432,0.65,Revisionato
2021/09/28 07:43:31.00,0.1,40.8252,14.1397,0.96,Revisionato
2021/09/28 07:45:32.75,-0.3,40.8243,14.1418,0.87,Revisionato
2021/09/28 23:44:19.49,-0.3,40.8283,14.1345,0.73,Revisionato
2021/09/28 23:51:53.68,0.1,40.8277,14.1362,1.13,Revisionato
2021/09/28 23:52:7.45,-0.8,40.8273,14.1317,1.24,Revisionato
2021/09/29 00:24:7.87,0.4,40.8267,14.1350,0.91,Revisionato
2021/09/30 12:59:29.63,-0.3,40.8323,14.1383,1.43,Revisionato
2021/10/01 00:33:3.50,-0.1,40.8263,14.1485,1.54,Revisionato
2021/10/01 00:33:26.99,-0.5,40.8270,14.1448,1.26,Revisionato
2021/10/01 19:36:7.36,-0.3,40.8268,14.1230,1.22,Revisionato
2021/10/02 01:31:17.96,0.4,40.8270,14.1248,1.17,Revisionato
2021/10/02 02:36:48.58,-0.1,40.8270,14.1428,1.91,Revisionato
2021/10/04 13:25:57.84,0.6,40.8422,14.1468,0.98,Revisionato
2021/10/05 11:20:59.48,-0.8,40.8242,14.1402,0.89,Revisionato
2021/10/06 01:17:17.35,0.4,40.8282,14.1293,1.66,Revisionato
2021/10/06 01:19:15.68,0.4,40.8283,14.1298,1.54,Revisionato
2021/10/06 01:21:42.99,-0.1,40.8258,14.1350,2.26,Revisionato
2021/10/06 01:31:33.80,0.1,40.8285,14.1285,1.31,Revisionato
2021/10/06 06:16:54.32,0.5,40.8315,14.1325,2.58,Revisionato
2021/10/08 12:19:31.38,0.1,40.8255,14.1765,4.24,Revisionato
2021/10/08 13:43:16.81,0.6,40.8268,14.1413,0.93,Revisionato
2021/10/08 13:43:48.65,-0.8,40.8252,14.1410,0.88,Revisionato
2021/10/09 03:53:36.08,0.1,40.8280,14.1203,1.65,Revisionato
2021/10/09 06:06:25.87,0.8,40.8253,14.1232,1.77,Revisionato
2021/10/09 06:09:8.49,0.9,40.8283,14.1217,1.89,Revisionato
2021/10/09 06:21:19.09,0.2,40.8282,14.1183,1.08,Revisionato
2021/10/09 06:27:44.99,0.2,40.8293,14.1220,1.25,Revisionato
2021/10/09 06:38:40.87,0.2,40.8258,14.1192,0.97,Revisionato
2021/10/09 06:42:30.17,0.7,40.8270,14.1193,1.67,Revisionato
2021/10/09 07:14:55.45,0.6,40.8260,14.1212,0.96,Revisionato
2021/10/09 09:08:3.59,0.1,40.8447,14.1397,1.66,Revisionato
2021/10/09 11:24:10.19,0.2,40.8265,14.1203,1.17,Revisionato
2021/10/09 11:51:51.67,-0.5,40.8288,14.1403,0.98,Revisionato
2021/10/09 11:53:49.77,-0.5,40.8267,14.1390,0.79,Revisionato
2021/10/09 15:05:16.18,1.1,40.8295,14.1452,1.85,Revisionato
2021/10/11 17:00:44.75,-0.8,40.8267,14.1442,0.98,Revisionato
2021/10/11 18:55:45.16,-0.5,40.8322,14.1430,1.31,Revisionato
2021/10/11 19:12:25.31,-0.3,40.8247,14.1457,0.99,Revisionato
2021/10/12 07:12:6.91,-0.5,40.8298,14.1387,1.11,Revisionato
2021/10/12 15:16:49.49,-0.1,40.8278,14.1418,0.88,Revisionato
2021/10/12 18:35:32.74,-0.3,40.8330,14.1447,1.64,Revisionato
2021/10/12 20:00:21.70,-0.5,40.8315,14.1340,1.56,Revisionato
2021/10/13 04:31:10.72,-0.8,40.8315,14.1402,1.62,Revisionato
2021/10/14 12:22:22.67,-0.5,40.8278,14.1425,0.75,Revisionato
2021/10/14 22:03:4.66,-0.1,40.8328,14.1323,1.85,Revisionato
2021/10/16 01:11:37.22,-0.3,40.8285,14.1260,1.47,Revisionato
2021/10/16 03:52:28.56,-0.3,40.8272,14.1260,1.76,Revisionato
2021/10/16 20:50:58.27,0.9,40.7995,14.1168,3.05,Revisionato
2021/10/16 23:17:47.25,-0.8,40.8303,14.1402,0.93,Revisionato
2021/10/17 00:14:29.13,-0.8,40.8310,14.1455,1.17,Revisionato
2021/10/17 00:15:43.24,-0.5,40.8317,14.1435,1.30,Revisionato
2021/10/17 00:39:16.48,-0.3,40.8230,14.1427,1.42,Revisionato
2021/10/17 03:32:22.80,-0.8,40.8263,14.1333,1.39,Revisionato
2021/10/17 11:56:19.06,-0.3,40.8265,14.1255,2.29,Revisionato
2021/10/17 23:45:21.63,-0.3,40.8242,14.1448,1.26,Revisionato
2021/10/18 01:53:6.46,-0.5,40.8288,14.1300,0.96,Revisionato
2021/10/19 22:13:17.84,-0.1,40.8322,14.1275,1.95,Revisionato
2021/10/19 22:19:1.63,0.2,40.8342,14.1243,2.03,Revisionato
2021/10/19 22:44:24.88,0.1,40.8358,14.1280,1.93,Revisionato
2021/10/19 22:44:48.35,-0.5,40.8292,14.1402,1.27,Revisionato
2021/10/19 22:45:1.29,-0.1,40.8298,14.1395,1.37,Revisionato
2021/10/19 22:50:22.54,-0.1,40.8305,14.1410,1.12,Revisionato
2021/10/20 21:02:55.08,-0.8,40.8280,14.1392,0.92,Revisionato
2021/10/20 21:06:7.43,-0.3,40.8260,14.1418,0.84,Revisionato
2021/10/20 21:23:52.78,-1.0,40.8263,14.1427,1.04,Revisionato
2021/10/20 23:35:32.17,0.9,40.8203,14.1393,1.89,Revisionato
2021/10/20 23:35:39.38,-0.3,40.8203,14.1388,1.25,Revisionato
2021/10/20 23:35:57.44,0.5,40.8212,14.1385,1.33,Revisionato
2021/10/20 23:39:1.82,0.1,40.8203,14.1370,1.45,Revisionato
2021/10/20 23:39:29.12,-0.5,40.8210,14.1380,1.44,Revisionato
2021/10/20 23:49:50.77,0.4,40.8212,14.1367,1.53,Revisionato
2021/10/21 00:46:55.73,-0.8,40.8203,14.1397,1.49,Revisionato
2021/10/21 00:47:38.46,1.5,40.8203,14.1402,1.90,Revisionato
2021/10/21 00:58:52.68,0.2,40.8217,14.1410,1.52,Revisionato
2021/10/21 00:59:2.32,0.1,40.8203,14.1398,1.57,Revisionato
2021/10/21 01:01:29.59,0.1,40.8227,14.1382,1.54,Revisionato
2021/10/21 01:01:40.73,-0.1,40.8218,14.1393,1.57,Revisionato
2021/10/21 01:57:40.19,-0.3,40.8220,14.1402,1.57,Revisionato
2021/10/21 01:59:33.11,0.5,40.8203,14.1392,1.60,Revisionato
2021/10/21 02:35:28.34,0.5,40.8193,14.1423,1.84,Revisionato
2021/10/21 03:00:39.77,-0.1,40.8217,14.1382,1.86,Revisionato
2021/10/21 04:26:2.64,0.1,40.8243,14.1412,1.06,Revisionato
2021/10/21 06:18:44.78,0.2,40.8318,14.1382,1.13,Revisionato
2021/10/21 06:49:35.32,-0.3,40.8305,14.1385,1.11,Revisionato
2021/10/21 19:46:15.58,0.6,40.8403,14.1433,1.44,Revisionato
2021/10/21 19:51:36.62,0.4,40.8420,14.1408,1.42,Revisionato
2021/10/22 21:54:31.68,0.4,40.8277,14.1310,1.65,Revisionato
2021/10/23 19:54:56.20,-0.1,40.8313,14.1272,2.16,Revisionato
2021/10/23 22:46:15.28,-0.5,40.8222,14.1375,1.50,Revisionato
2021/10/23 22:54:18.16,0.5,40.8273,14.1267,2.12,Revisionato
2021/10/24 00:57:3.86,0.7,40.8237,14.1350,1.48,Revisionato
2021/10/24 20:01:28.36,1.4,40.8235,14.1437,1.60,Revisionato
2021/10/24 21:43:58.59,0.7,40.8275,14.1347,1.54,Revisionato
2021/10/25 14:49:47.41,-0.5,40.8212,14.1350,1.10,Revisionato
2021/10/25 14:58:10.48,-0.5,40.8310,14.1403,1.45,Revisionato
2021/10/25 15:02:0.58,0.9,40.8232,14.1380,1.73,Revisionato
2021/10/25 17:28:46.17,0.4,40.8255,14.1447,2.17,Revisionato
2021/10/25 21:45:36.79,0.6,40.8210,14.1335,1.09,Revisionato
2021/10/26 08:20:2.38,0.1,40.8078,14.1410,2.29,Revisionato
2021/10/26 13:49:39.17,-0.1,40.8250,14.1420,0.81,Revisionato
2021/10/26 14:37:23.48,-0.3,40.8280,14.1243,1.84,Revisionato
2021/10/27 00:23:8.05,-0.8,40.8203,14.1372,1.46,Revisionato
2021/10/27 02:17:27.14,-0.8,40.8267,14.1378,1.31,Revisionato
2021/10/27 15:36:26.81,-0.5,40.8255,14.1238,1.67,Revisionato
2021/10/28 01:43:30.77,-0.5,40.8305,14.1370,1.86,Revisionato
2021/10/28 10:17:58.13,-0.1,40.8258,14.1357,1.33,Revisionato
2021/10/28 12:01:46.00,-0.5,40.8238,14.1445,0.97,Revisionato
2021/10/28 12:23:34.85,-0.8,40.8257,14.1417,0.95,Revisionato
2021/10/28 16:40:50.03,-0.8,40.8328,14.1242,1.37,Revisionato
2021/10/28 17:27:56.87,-0.1,40.8248,14.1435,1.76,Revisionato
2021/10/28 20:06:59.93,-0.3,40.8220,14.1372,1.10,Revisionato
2021/10/28 23:11:48.81,-0.5,40.8240,14.1402,1.07,Revisionato
2021/10/29 00:53:14.51,-0.5,40.8253,14.1437,1.00,Revisionato
2021/10/29 02:23:20.79,0.1,40.8203,14.1443,1.96,Revisionato
2021/10/29 09:27:50.40,0.5,40.8232,14.1345,1.18,Revisionato
2021/10/29 13:07:3.17,-0.5,40.8248,14.1448,1.01,Revisionato
2021/10/29 13:07:13.85,0.1,40.8255,14.1423,0.80,Revisionato
2021/10/29 13:16:7.27,0.7,40.8273,14.1322,0.88,Revisionato
2021/10/29 13:16:38.91,0.1,40.8260,14.1360,1.66,Revisionato
2021/10/29 13:26:47.37,1.1,40.8280,14.1342,1.14,Revisionato
2021/10/29 19:18:36.24,-0.5,40.8315,14.1345,1.21,Revisionato
2021/10/29 20:02:9.30,-0.8,40.8237,14.1370,0.70,Revisionato
2021/10/30 01:22:8.61,0.7,40.8240,14.1428,1.13,Revisionato
2021/10/30 01:56:12.46,-0.1,40.8380,14.1345,1.61,Revisionato
2021/10/30 02:19:33.39,0.1,40.8235,14.1410,0.71,Revisionato
2021/10/30 03:02:42.13,-0.3,40.8258,14.1335,0.76,Revisionato
2021/10/31 15:24:15.99,-0.5,40.8315,14.1402,1.15,Revisionato
2021/10/31 15:24:21.86,-0.5,40.8273,14.1402,0.95,Revisionato
2021/10/31 15:24:27.82,-0.3,40.8280,14.1385,0.88,Revisionato
2021/10/31 15:26:15.28,-0.1,40.8243,14.1402,1.21,Revisionato
2021/10/31 15:27:9.21,0.1,40.8272,14.1427,1.03,Revisionato
2021/11/01 00:38:35.98,0.4,40.8192,14.1445,0.87,Revisionato
2021/11/03 20:17:18.53,0.8,40.8228,14.1157,2.29,Revisionato
2021/11/04 23:51:33.82,-0.1,40.8217,14.1397,0.87,Revisionato
2021/11/04 23:51:49.72,0.1,40.8197,14.1445,1.61,Revisionato
2021/11/04 23:52:2.86,-0.1,40.8203,14.1395,1.29,Revisionato
2021/11/04 23:52:17.75,-0.3,40.8203,14.1440,1.70,Revisionato
2021/11/04 23:53:47.61,-0.1,40.8203,14.1405,1.28,Revisionato
2021/11/04 23:54:56.49,0.1,40.8203,14.1407,1.21,Revisionato
2021/11/05 03:58:6.32,-0.1,40.8320,14.1255,1.72,Revisionato
2021/11/05 14:07:56.43,-0.3,40.8295,14.1408,2.07,Revisionato
2021/11/06 22:01:10.52,-0.3,40.8455,14.1408,0.62,Revisionato
2021/11/06 22:01:17.45,-0.1,40.8327,14.1402,1.61,Revisionato
2021/11/06 22:01:45.25,1.2,40.8418,14.1402,1.31,Revisionato
2021/11/06 22:01:56.15,0.9,40.8425,14.1402,0.91,Revisionato
2021/11/06 22:16:57.82,1.3,40.8403,14.1408,1.54,Revisionato
2021/11/06 23:01:14.68,0.1,40.8315,14.1348,1.12,Revisionato
2021/11/07 07:07:13.38,-0.1,40.8307,14.1167,0.92,Revisionato
2021/11/08 02:34:32.75,0.5,40.8225,14.1332,1.50,Revisionato
2021/11/08 02:39:27.58,0.2,40.8243,14.1332,1.57,Revisionato
2021/11/08 02:39:39.75,0.1,40.8218,14.1308,1.76,Revisionato
2021/11/08 21:02:22.33,-0.5,40.8260,14.1470,1.31,Revisionato
2021/11/09 16:11:39.44,-0.5,40.8248,14.1410,0.78,Revisionato
2021/11/09 16:18:28.06,0.1,40.8235,14.1483,1.01,Revisionato
2021/11/10 00:15:38.34,-0.1,40.8453,14.1438,1.27,Revisionato
2021/11/10 11:14:30.63,-0.5,40.8248,14.1433,1.68,Revisionato
2021/11/10 20:59:46.82,0.4,40.8262,14.1262,1.65,Revisionato
2021/11/10 21:02:50.77,0.8,40.8278,14.1278,1.60,Revisionato
2021/11/11 05:18:39.39,-0.3,40.8272,14.1402,1.28,Revisionato
2021/11/11 05:22:17.27,-0.1,40.8278,14.1427,2.05,Revisionato
2021/11/11 05:22:55.99,-0.1,40.8265,14.1373,1.84,Revisionato
2021/11/11 05:23:20.17,-0.1,40.8272,14.1387,1.47,Revisionato
2021/11/11 05:23:56.65,-0.3,40.8283,14.1402,1.42,Revisionato
2021/11/11 05:26:23.11,0.4,40.8267,14.1347,1.79,Revisionato
2021/11/11 10:08:56.55,0.1,40.8267,14.1423,1.24,Revisionato
2021/11/11 12:01:38.08,-0.1,40.8292,14.1430,1.23,Revisionato
2021/11/11 17:39:49.96,0.2,40.8265,14.1420,0.84,Revisionato
2021/11/11 22:18:55.24,-0.3,40.8318,14.1507,1.74,Revisionato
2021/11/11 22:19:58.89,0.2,40.8310,14.1507,1.47,Revisionato
2021/11/11 23:32:56.17,-0.3,40.8242,14.1430,0.90,Revisionato
2021/11/12 01:20:32.00,-0.1,40.8278,14.1203,2.32,Revisionato
2021/11/13 01:44:51.41,-0.5,40.8243,14.1415,0.99,Revisionato
2021/11/13 01:57:36.63,-0.3,40.8268,14.1468,1.00,Revisionato
2021/11/13 01:59:22.71,-0.8,40.8248,14.1402,0.95,Revisionato
2021/11/14 01:29:53.19,0.2,40.8305,14.1402,1.01,Revisionato
2021/11/14 02:52:37.17,0.1,40.8298,14.1442,1.14,Revisionato
2021/11/14 23:16:9.46,-0.3,40.8257,14.1402,1.15,Revisionato
2021/11/16 01:27:48.89,0.2,40.8255,14.1353,1.33,Revisionato
2021/11/16 01:28:0.52,-0.1,40.8273,14.1357,1.44,Revisionato
2021/11/16 02:59:55.19,0.1,40.8278,14.1382,1.78,Revisionato
2021/11/16 03:00:23.97,0.2,40.8270,14.1365,1.26,Revisionato
2021/11/16 22:28:39.23,0.2,40.8232,14.1507,2.03,Revisionato
2021/11/17 00:44:26.54,-0.1,40.8320,14.1457,1.75,Revisionato
2021/11/17 19:20:8.09,0.2,40.8262,14.1280,2.21,Revisionato
2021/11/17 19:21:32.09,0.4,40.8278,14.1262,1.79,Revisionato
2021/11/17 19:27:26.59,-0.3,40.8275,14.1298,1.72,Revisionato
2021/11/17 19:46:7.08,-0.5,40.8298,14.1358,1.24,Revisionato
2021/11/18 17:41:3.89,0.2,40.8275,14.1470,1.32,Revisionato
2021/11/19 09:22:7.99,-0.5,40.8290,14.1448,1.49,Revisionato
2021/11/19 09:45:23.33,-0.5,40.8297,14.1422,0.83,Revisionato
2021/11/21 02:25:49.22,-0.5,40.8260,14.1423,1.12,Revisionato
2021/11/21 02:25:59.57,-0.5,40.8292,14.1458,1.30,Revisionato
2021/11/21 03:06:51.74,-1.0,40.8232,14.1450,1.28,Revisionato
2021/11/21 18:14:50.15,-0.3,40.8315,14.1343,1.30,Revisionato
2021/11/22 07:39:13.44,0.4,40.8253,14.1422,0.75,Revisionato
2021/11/22 07:49:40.74,0.2,40.8265,14.1452,1.33,Revisionato
2021/11/22 21:23:1.19,0.1,40.8272,14.1402,1.03,Revisionato
2021/11/22 21:33:27.76,-0.3,40.8315,14.1305,1.47,Revisionato
2021/11/24 00:08:16.21,0.2,40.8278,14.1507,1.05,Revisionato
2021/11/24 15:03:25.34,-0.3,40.8248,14.1402,1.62,Revisionato
2021/11/24 20:51:53.52,0.7,40.8070,14.1160,2.82,Revisionato
2021/11/25 03:21:54.21,0.4,40.8232,14.1490,1.57,Revisionato
2021/11/25 04:38:31.08,1.3,40.8125,14.1155,3.66,Revisionato
2021/11/25 05:12:48.23,1.3,40.8082,14.1158,3.63,Revisionato
2021/11/25 05:59:22.72,1.1,40.8030,14.1207,2.78,Revisionato
2021/11/25 21:06:54.36,-0.5,40.8293,14.1385,1.14,Revisionato
2021/11/27 04:16:36.27,-0.5,40.8227,14.1455,1.64,Revisionato
2021/11/27 04:16:48.07,0.2,40.8242,14.1423,1.43,Revisionato
2021/11/27 13:14:36.65,0.1,40.8242,14.1377,1.41,Revisionato
2021/11/27 17:44:56.02,0.2,40.8203,14.1387,1.54,Revisionato
2021/11/27 18:51:44.38,0.4,40.8198,14.1410,1.42,Revisionato
2021/11/28 00:01:13.52,0.2,40.8233,14.1452,1.45,Revisionato
2021/11/28 00:01:30.90,-0.3,40.8237,14.1443,1.03,Revisionato
