#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
27486,2009-01-23 05:37:10.74,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27491,2009-01-23 05:37:10.74,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27490,2009-01-23 05:37:10.74,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27489,2009-01-23 05:37:10.74,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27488,2009-01-23 05:37:10.74,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27487,2009-01-23 05:37:10.74,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27481,2009-01-23 05:37:17.75,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27485,2009-01-23 05:37:17.75,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27484,2009-01-23 05:37:17.75,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27483,2009-01-23 05:37:17.75,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27482,2009-01-23 05:37:17.75,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27480,2009-01-23 05:38:09.29,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27479,2009-01-23 05:38:09.29,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27477,2009-01-23 05:38:24.65,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27478,2009-01-23 05:38:24.65,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27474,2009-01-23 05:39:04.42,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27476,2009-01-23 05:39:04.42,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27475,2009-01-23 05:39:04.42,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27473,2009-01-23 05:39:35.01,,,,,,,flegrei,earthquake,Bollettino
27470,2009-01-23 05:40:13.96,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27471,2009-01-23 05:40:13.96,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27472,2009-01-23 05:40:13.96,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27469,2009-01-23 05:40:19.59,40.826,14.168,0.52,D,-0.5,0.3,flegrei,earthquake,Bollettino
27468,2009-01-23 05:40:20.55,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27467,2009-01-23 05:40:20.55,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27466,2009-01-23 05:41:10.54,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27465,2009-01-23 05:41:15.97,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27464,2009-01-23 05:42:36.95,40.831329,14.15633,1.83,D,0.01,0.3,flegrei,earthquake,Bollettino
27463,2009-01-23 05:47:13.32,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27462,2009-01-23 05:47:41.62,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27461,2009-01-23 05:48:43.51,40.831329,14.15533,1.56,D,-0.5,0.3,flegrei,earthquake,Bollettino
27460,2009-01-23 05:49:02.32,40.831501,14.14017,2.54,D,-1.1,0.3,flegrei,earthquake,Bollettino
27459,2009-01-23 05:51:36.19,40.833328,14.16067,0.14,D,-0.8,0.3,flegrei,earthquake,Bollettino
27429,2009-02-15 06:02:13.14,40.852169,14.15283,0.75,D,0.8,0.3,flegrei,earthquake,Bollettino
27367,2009-05-04 09:25:20.31,,,,D,0.2,0.3,flegrei,earthquake,Bollettino
27366,2009-05-04 09:28:25.7,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27365,2009-05-04 09:30:11.45,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27364,2009-05-04 09:31:09.5,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27363,2009-05-04 09:31:09.5,,,,D,0.2,0.3,flegrei,earthquake,Bollettino
27362,2009-05-04 09:31:27.28,40.831501,14.14917,1.83,D,0.2,0.3,flegrei,earthquake,Bollettino
27361,2009-05-04 09:37:19.56,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27360,2009-05-04 09:37:36.79,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27359,2009-05-04 09:40:38.99,40.821671,14.136,0.27,D,0.23,0.3,flegrei,earthquake,Bollettino
27358,2009-05-04 09:43:42.84,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27357,2009-05-04 09:49:41.53,40.831329,14.14217,2.0,D,0.2,0.3,flegrei,earthquake,Bollettino
27343,2009-05-23 19:30:15.52,40.833,14.12217,2.0,D,-0.8,0.3,flegrei,earthquake,Bollettino
27342,2009-05-23 19:47:06,40.828331,14.13217,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
27341,2009-05-23 21:11:36.09,40.817501,14.13817,2.0,D,-0.8,0.3,flegrei,earthquake,Bollettino
27340,2009-05-25 18:01:00.29,40.821999,14.12783,2.0,D,0.1,0.3,flegrei,earthquake,Bollettino
27335,2009-06-13 03:40:44.11,40.823002,14.14883,1.11,D,0.9,0.3,flegrei,earthquake,Bollettino
27333,2009-06-18 00:03:22.05,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27328,2009-07-01 16:06:50.67,,,,,,,flegrei,earthquake,Bollettino
27327,2009-07-03 14:20:52.74,40.8335,14.1145,1.14,,,,flegrei,earthquake,Bollettino
